Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU01,2840.50839325,OUT035
FDT12,4194.85136445,OUT035
NCM18,864.328019436,OUT018
FDP19,2102.60031806,OUT017
NCR42,595.881314417,OUT049
FDN10,1936.90178334,OUT046
FDG44,915.45928993,OUT017
FDQ10,2809.92535759,OUT046
DRH13,1593.37230364,OUT049
FDT52,3708.70386205,OUT013
FDM56,1673.65768033,OUT045
NCO43,226.098358455,OUT010
NCV29,3162.93081625,OUT035
NCF06,4069.04277846,OUT013
FDO50,1324.16959426,OUT035
FDT59,3892.32770461,OUT013
FDX40,1263.63277573,OUT027
FDE50,2833.22954333,OUT017
FDX51,3296.35941952,OUT017
NCD30,1422.18122188,OUT018
FDK15,1588.72737888,OUT013
FDL12,950.480210925,OUT045
FDK46,4361.67714782,OUT017
DRH49,165.931347887,OUT010
FDQ57,2592.4918262,OUT046
FDY59,1441.76725234,OUT017
FDO09,3475.9415733,OUT018
NCG30,2102.40118307,OUT035
FDM09,2421.34925673,OUT017
NCN17,2618.49909759,OUT027
NCS42,1446.96389529,OUT013
FDD02,280.148220323,OUT019
FDE34,3303.85437323,OUT013
FDU38,3301.08189377,OUT045
FDB33,2624.90055236,OUT046
NCJ29,1307.86613611,OUT017
FDZ27,786.733106479,OUT035
FDI40,1786.59768106,OUT013
FDG22,562.827699763,OUT013
FDT51,1702.14375629,OUT017
FDF20,2923.54830252,OUT018
FDV50,2098.95381306,OUT035
FDT02,595.613422552,OUT049
DRC49,2333.18244275,OUT017
FDF26,2338.71615642,OUT049
FDV52,2080.88199656,OUT035
FDX59,595.613422552,OUT049
FDV25,4183.93849389,OUT035
FDW23,1266.14242044,OUT027
FDE53,1448.48004071,OUT018
FDA19,1995.53534958,OUT017
FDH22,2110.9141674,OUT046
NCO41,1642.54431631,OUT013
FDX12,3963.19100531,OUT017
FDF17,2946.31145216,OUT013
FDS11,3682.70189623,OUT045
FDR51,2499.64505777,OUT035
FDT49,226.611407731,OUT010
FDC56,2098.87980925,OUT013
FDR13,3148.8434329,OUT027
FDQ60,2096.57373997,OUT035
FDN38,4003.7601965,OUT049
NCL29,2498.03676882,OUT013
FDO13,4156.20502803,OUT027
FDE26,2269.2430755,OUT018
FDA31,423.393109547,OUT010
FDX14,1118.43166391,OUT035
FDA34,3150.32843991,OUT045
FDF26,2328.27731179,OUT013
FDE38,2398.04777406,OUT045
DRI11,1928.66701248,OUT046
FDQ60,3149.05116876,OUT027
FDL21,1266.21409502,OUT027
DRC12,5441.09916216,OUT027
FDC47,3532.98696182,OUT046
FDE57,1892.55026141,OUT045
FDT14,1875.27065445,OUT045
NCZ53,3303.42847619,OUT046
FDE28,3398.3800768,OUT018
FDR19,2601.68719472,OUT035
NCF54,424.136533269,OUT019
FDZ08,1300.18096976,OUT046
NCJ05,2294.65776221,OUT018
FDF59,2004.01016141,OUT046
NCO05,1802.32660197,OUT035
FDW24,729.87261632,OUT018
NCX42,2331.63784095,OUT018
NCA53,786.694040898,OUT035
FDI45,424.587115615,OUT019
FDG46,1919.88698781,OUT046
FDM20,580.422556259,OUT010
FDW11,155.671824452,OUT010
FDX08,2840.51261718,OUT035
NCK17,657.971613751,OUT035
FDK32,2294.44376775,OUT018
NCA42,2626.15441504,OUT035
DRI01,2644.1562319,OUT035
NCL55,4032.13521747,OUT049
DRE25,1405.00527515,OUT018
FDD14,3283.78348541,OUT017
FDB10,3593.78098041,OUT046
DRN11,2495.0852097,OUT035
FDP38,731.720541828,OUT018
NCA30,2967.40129977,OUT017
FDT15,3301.08185042,OUT017
NCP55,826.175155922,OUT018
FDF12,2342.53600689,OUT035
FDM21,3482.78665112,OUT018
FDX56,3653.02255546,OUT035
FDF10,2888.74708852,OUT017
FDT32,2963.16933965,OUT045
FDM51,1444.60113084,OUT018
NCR50,2298.5743126,OUT018
FDI19,4227.00964632,OUT049
FDX21,1650.06009694,OUT017
FDR31,2344.90029958,OUT035
FDY02,4048.99798224,OUT013
NCA29,3144.32967538,OUT045
NCX17,3539.33782451,OUT046
FDM12,2976.43188118,OUT045
FDI53,4148.46677376,OUT027
NCU30,2375.23344861,OUT049
FDC56,3157.09793153,OUT027
FDK27,1826.47240486,OUT018
NCK18,2659.57707588,OUT017
FDB52,580.935641004,OUT019
DRG25,5281.4847456,OUT027
FDZ13,743.596427704,OUT049
FDB57,581.404813601,OUT019
FDR40,1411.86937716,OUT046
NCO14,104.187824192,OUT019
NCN19,2847.73448366,OUT045
FDQ28,353.592495439,OUT019
FDO13,2303.07145554,OUT018
FDK48,1418.73267712,OUT013
FDU07,2279.07030255,OUT018
FDW20,2197.02474271,OUT046
FDV12,225.922243653,OUT010
FDH24,2480.38879078,OUT013
FDV59,4143.46756769,OUT049
FDK57,1874.94688522,OUT045
FDL16,1288.18902324,OUT027
NCQ17,2498.71572395,OUT046
FDJ15,3273.11230476,OUT018
FDX24,1276.24110924,OUT049
FDT47,1638.33749,OUT046
FDT10,852.378378623,OUT049
FDZ37,1253.17743792,OUT018
FDW43,6149.90996653,OUT027
DRN36,1555.45983134,OUT017
FDJ14,1392.85387339,OUT045
FDA32,3839.87112424,OUT013
FDJ38,487.36503617,OUT019
FDQ57,2591.23440768,OUT017
NCQ41,490.742665085,OUT019
FDG56,844.652414465,OUT049
DRC13,3166.18784654,OUT027
FDV55,2606.09915339,OUT035
FDQ49,2492.72681521,OUT045
FDE29,155.633444426,OUT010
FDR03,3773.98091408,OUT013
FDD45,1276.20650161,OUT049
FDN38,581.093086291,OUT010
FDT56,943.855531525,OUT046
FDT48,3320.32044958,OUT045
FDU03,3276.42830848,OUT049
FDC56,277.475547092,OUT010
NCO43,2615.97530406,OUT027
FDQ27,1806.88341631,OUT017
FDR03,3795.10405608,OUT046
DRH23,155.45799426,OUT010
FDG22,658.413218183,OUT045
NCJ42,1670.34979106,OUT013
FDR24,1437.28148919,OUT046
FDW60,3156.94986208,OUT035
FDJ08,2952.16546242,OUT013
DRL59,739.859290504,OUT018
FDG60,581.208059903,OUT010
FDW27,2494.38101867,OUT017
FDX14,1228.3223817,OUT018
FDC20,865.99545245,OUT013
NCS29,3488.34157401,OUT018
FDJ56,1587.71098651,OUT046
FDB20,163.741175627,OUT019
FDL28,6149.77193526,OUT027
FDW01,2289.92347888,OUT018
FDL03,3096.9964178,OUT046
FDX22,3632.98943356,OUT049
FDJ21,2611.03979787,OUT035
FDR31,2341.97757627,OUT045
FDG21,2897.79121694,OUT035
FDS22,1267.87253676,OUT027
FDK08,1787.14334737,OUT035
FDE17,2292.06924889,OUT018
NCN30,1636.93746945,OUT017
FDT50,1778.13918865,OUT046
NCX42,2629.70612203,OUT049
FDJ12,4123.4715208,OUT035
NCA18,3148.90842606,OUT027
FDP23,580.332582525,OUT019
FDX12,3929.37532536,OUT013
FDN40,2276.2899271,OUT018
FDV48,1389.38015127,OUT035
NCY54,2802.88539955,OUT013
FDL16,104.187824192,OUT010
FDR45,3433.56106922,OUT018
FDJ52,2624.21054734,OUT046
DRG01,1280.96975782,OUT017
FDP52,3560.51743827,OUT013
FDU58,3305.72770852,OUT017
FDL02,1809.37115485,OUT045
FDG28,4223.72792432,OUT013
FDA19,1993.40209559,OUT035
FDW46,1391.81380448,OUT027
NCD43,1669.51706184,OUT049
DRG39,762.45542432,OUT013
NCF55,595.881314417,OUT049
FDJ07,1944.99102254,OUT046
FDE08,2599.08491961,OUT046
FDP56,104.187824192,OUT019
FDT45,906.321019565,OUT045
FDF17,2925.85382459,OUT018
FDX44,1433.92987344,OUT046
FDM28,5173.04534701,OUT027
FDI36,3123.14624607,OUT049
FDS07,1852.29552315,OUT045
FDD36,1869.03823762,OUT045
FDW11,968.197652358,OUT046
FDN40,2336.38055938,OUT049
NCQ18,1778.41478638,OUT049
NCQ54,2950.0906958,OUT017
NCS42,1431.66039729,OUT045
DRH39,161.655387264,OUT010
FDC09,2619.45758137,OUT027
FDT08,353.529739391,OUT010
FDC08,3745.85825674,OUT035
FDT20,585.78781489,OUT017
FDS35,1090.76199613,OUT035
FDX58,3278.74635947,OUT018
FDW58,1594.609435,OUT046
DRD27,1571.17794674,OUT046
FDH32,224.996532078,OUT019
FDS26,4340.12498755,OUT035
FDQ31,1417.24705034,OUT046
FDP11,3355.25114042,OUT018
FDD58,1572.62478062,OUT017
FDM33,3720.61660273,OUT045
FDZ16,3120.04895537,OUT049
NCS29,581.093086291,OUT010
NCM18,155.633444426,OUT019
FDP11,3508.79513801,OUT049
NCC42,2236.51847855,OUT017
DRM23,2638.42674664,OUT046
NCN55,6149.77193526,OUT027
FDK46,4360.40064214,OUT013
FDR01,3312.30037418,OUT046
NCA05,2473.84793531,OUT045
NCP43,2813.08108916,OUT017
FDR12,414.911202449,OUT010
FDQ01,4017.34812317,OUT013
FDM13,2007.50366414,OUT046
FDQ19,3962.26165417,OUT017
FDK56,483.981321678,OUT019
NCX06,478.361557552,OUT010
FDO56,3149.33242796,OUT027
FDU45,1833.69569876,OUT045
FDI16,155.45799426,OUT019
FDL32,1925.73916505,OUT046
FDA07,2183.8214018,OUT046
FDA14,2890.0995695,OUT045
FDV46,3172.52745848,OUT027
NCO07,3645.9672052,OUT035
NCP41,1671.53018946,OUT046
FDY60,1844.19171186,OUT018
FDN38,4013.53977241,OUT017
FDO15,1133.58493695,OUT046
FDT60,2100.18386671,OUT013
FDA55,3687.95658537,OUT035
FDE02,222.413849499,OUT010
DRJ39,4146.53932459,OUT049
FDV34,1112.25887152,OUT035
FDS20,5278.30628801,OUT027
FDF02,2619.10563563,OUT027
FDW40,2261.52469323,OUT017
NCB43,2973.92865585,OUT046
FDR58,1421.09655649,OUT017
DRJ59,657.642901799,OUT035
NCD30,1492.43157819,OUT017
FDE14,1642.65394941,OUT017
FDC28,1448.42164065,OUT018
FDU16,1244.25314332,OUT018
NCD19,915.818356445,OUT035
FDU21,597.970794934,OUT046
FDV59,5483.83818913,OUT027
FDU03,3284.82447894,OUT045
FDC33,577.459023765,OUT010
NCR42,587.129714291,OUT035
DRH59,1118.1464629,OUT035
NCM31,2234.55893915,OUT035
FDS50,4176.6841321,OUT035
FDP39,922.973163006,OUT046
FDQ55,1938.53122784,OUT013
FDV36,281.144955841,OUT019
FDI05,2365.2547839,OUT027
FDS45,2626.09447371,OUT027
FDA39,659.269217794,OUT045
FDC37,272.204197679,OUT010
FDJ60,4160.23432693,OUT027
DRQ35,2003.21534816,OUT046
NCJ06,2182.41879411,OUT046
NCY42,2280.46854166,OUT018
DRM37,3127.91294258,OUT049
FDR14,737.543140593,OUT045
FDE51,676.635067024,OUT049
FDT33,2399.05412153,OUT017
FDR08,1900.81737868,OUT013
FDE36,413.857939445,OUT010
FDL22,223.19191489,OUT019
FDR44,2109.35596943,OUT013
FDI56,219.525109831,OUT019
FDE47,279.110493923,OUT010
FDV27,217.226798539,OUT010
FDV10,668.260563747,OUT049
FDC40,1282.93539853,OUT045
NCX41,3829.40628975,OUT013
NCQ38,2619.78025149,OUT027
FDV12,2618.49909759,OUT027
FDE52,1416.85324587,OUT017
FDG20,4221.78599649,OUT027
FDV16,1263.63277573,OUT027
FDI32,1916.61499754,OUT017
FDJ32,857.238438973,OUT049
FDN39,2362.2788617,OUT018
FDY34,2667.69013462,OUT017
FDC14,658.264827564,OUT035
FDA55,3692.54701325,OUT017
FDZ50,476.258177439,OUT010
DRG13,2632.05073486,OUT049
FDP01,2458.27020323,OUT013
NCG54,3147.85675065,OUT017
FDM13,1884.76790481,OUT045
NCO18,5158.60584372,OUT027
NCW41,2886.70542854,OUT013
FDM52,4099.30636412,OUT027
NCF55,587.129714291,OUT035
FDT09,2204.42813413,OUT046
NCM19,1543.81831749,OUT035
FDW12,2280.67983495,OUT018
FDP15,580.978935535,OUT019
FDK36,728.639555106,OUT045
FDZ25,2655.34231392,OUT035
NCW06,3119.62535307,OUT049
FDW60,3163.80984932,OUT046
DRC49,2323.05202125,OUT013
NCT17,3306.48428389,OUT035
NCN06,2307.17694027,OUT018
FDC45,3128.83449207,OUT013
DRJ47,423.107637442,OUT019
NCF06,4072.94154477,OUT045
FDE21,277.680654056,OUT010
DRG27,568.532035084,OUT013
FDW40,2245.9497041,OUT049
NCO53,3299.40568807,OUT046
FDE23,679.273395025,OUT049
FDQ16,1651.59904064,OUT046
FDS26,4337.56688028,OUT045
FDZ13,104.187824192,OUT010
FDS14,2339.31967959,OUT049
FDC10,1859.74827038,OUT045
FDY16,3297.17132487,OUT049
FDJ20,2100.3250855,OUT035
FDV43,659.925379788,OUT035
FDZ32,2620.90165806,OUT027
FDR23,2806.1019738,OUT046
FDN24,905.882241297,OUT035
FDE34,5274.43886526,OUT027
FDU31,3624.62925726,OUT013
FDW33,1448.47592779,OUT018
FDU26,1931.25901751,OUT046
FDE20,4160.23432693,OUT027
NCW05,1809.39759674,OUT035
FDB22,2277.67199568,OUT018
FDO56,1929.21274187,OUT046
FDA19,3169.76581142,OUT027
DRI39,916.576189193,OUT045
FDH52,848.9565152,OUT018
FDZ50,3308.65118349,OUT035
NCN42,2477.45644306,OUT035
FDB53,2874.70090844,OUT013
DRG11,1520.43705766,OUT017
DRK11,4100.27020267,OUT027
FDQ60,2097.14165989,OUT017
FDT36,585.782713388,OUT017
DRG25,3275.00795654,OUT018
DRJ23,2972.30497727,OUT046
FDG05,2367.19244944,OUT035
NCK06,1825.15048122,OUT018
FDU52,2335.53463856,OUT017
FDW07,1252.93786041,OUT018
NCM17,673.421834958,OUT045
FDA22,2416.22781075,OUT045
NCA41,2922.92593681,OUT018
FDF38,658.373873736,OUT035
FDH52,977.774400341,OUT046
FDY58,580.530199671,OUT019
FDZ16,3108.50045339,OUT045
NCM18,952.580886146,OUT017
FDA22,2332.46281663,OUT018
NCJ43,2655.41140192,OUT035
FDI34,6149.90996653,OUT027
FDG56,973.829692267,OUT046
FDS34,1928.88633736,OUT046
DRC01,728.254322826,OUT035
FDQ04,656.851998026,OUT035
FDK04,915.928403622,OUT035
FDT51,1696.55505676,OUT049
FDV26,3099.89357619,OUT017
FDS04,2244.22003856,OUT049
FDW43,3388.17491584,OUT018
FDQ28,353.771416991,OUT010
NCK06,2182.89319938,OUT017
FDS23,1816.85881032,OUT018
FDZ36,484.644771992,OUT019
FDE56,865.027486554,OUT018
FDW10,4216.93181842,OUT027
NCN14,3281.06747329,OUT045
NCQ18,1782.71858239,OUT045
FDW08,1649.75758001,OUT017
FDU43,4219.83612788,OUT035
FDR33,272.23290998,OUT010
FDM24,352.780822792,OUT010
NCZ05,1809.41696169,OUT046
NCV41,1900.46940764,OUT035
FDV11,2619.62438158,OUT018
NCY05,587.129714291,OUT035
FDV44,2934.25397067,OUT018
FDW32,1422.06150671,OUT049
NCU18,3208.21530031,OUT027
NCC43,4016.51140419,OUT035
FDW19,1698.07437979,OUT013
FDN31,2991.02190983,OUT035
FDI48,729.938135328,OUT045
FDS24,1314.27662086,OUT017
FDF46,1925.6357439,OUT049
DRG23,2334.62049672,OUT017
FDG14,2282.08774781,OUT018
NCY30,2828.2266284,OUT049
FDO28,1809.33049498,OUT018
DRD24,2240.14927011,OUT035
FDI33,1254.65576178,OUT049
FDN32,2854.02236782,OUT046
FDR16,3727.11907264,OUT045
FDF26,2341.71188839,OUT046
NCN29,729.59344557,OUT018
FDE20,2690.33829881,OUT045
FDA46,2993.29033087,OUT046
FDU28,2968.15903131,OUT045
FDQ48,1494.61949228,OUT045
FDV36,2189.80428238,OUT013
FDR14,814.014143129,OUT018
FDP23,3876.59877359,OUT017
FDP56,750.52007161,OUT013
FDK48,161.787069833,OUT010
FDR48,2494.24757725,OUT046
NCY29,825.633940761,OUT049
FDM22,814.269293553,OUT018
DRJ01,2501.15855004,OUT013
FDZ43,4222.88943217,OUT045
FDV03,2609.02973234,OUT035
FDX11,5226.63956476,OUT027
NCA41,5448.98667388,OUT027
FDE38,2397.69197397,OUT017
FDI27,786.289159422,OUT018
FDN32,2848.15793073,OUT013
NCN43,2184.24586019,OUT017
FDB47,5483.57430352,OUT027
FDV03,2602.57543176,OUT017
NCN30,1644.38650173,OUT045
NCV54,278.284757159,OUT010
FDV07,1529.29299217,OUT013
FDP07,3108.02152474,OUT049
FDK48,1108.87137447,OUT018
FDM15,352.76373148,OUT019
FDY19,3148.96443816,OUT027
FDK46,4364.65201271,OUT046
FDY11,1090.62397273,OUT045
FDH09,751.653783042,OUT046
FDO08,4157.42079521,OUT027
FDU14,4333.06256936,OUT013
FDD22,3146.33535857,OUT027
FDM27,2902.47975602,OUT017
FDL02,2622.97747813,OUT027
NCA17,2475.60358213,OUT035
FDE38,413.171686577,OUT019
NCG07,2991.94272301,OUT049
DRC27,3712.54980295,OUT013
FDA27,4052.49478675,OUT035
FDW40,1899.67537925,OUT045
DRI11,1924.59290056,OUT013
FDN50,1627.45304714,OUT046
FDR12,2812.35523508,OUT046
FDT34,2619.40156927,OUT027
FDW11,949.220244287,OUT035
NCO30,5277.53047547,OUT027
FDZ34,3306.31520874,OUT017
FDU45,1914.39342027,OUT017
NCD42,587.129714291,OUT035
FDX25,3278.19596213,OUT045
NCR29,943.199023051,OUT046
FDX43,414.634308199,OUT019
FDB04,213.777477916,OUT010
FDR49,1289.44710484,OUT027
FDS39,1842.63130381,OUT018
FDW58,1594.68928948,OUT045
FDG22,104.187824192,OUT019
FDG31,962.776279611,OUT017
NCV53,6149.77193526,OUT027
DRJ37,2344.64239129,OUT035
FDV07,1540.39462566,OUT035
FDW52,2336.05352444,OUT018
FDT15,3297.86509463,OUT045
FDD02,1795.51296201,OUT018
FDM16,1108.5225217,OUT035
NCE55,2641.39470951,OUT046
FDB57,3368.14728688,OUT018
FDQ04,570.464829833,OUT013
FDQ47,104.187824192,OUT019
FDY14,580.573494202,OUT019
DRK37,3305.66576278,OUT017
FDO25,3713.88840904,OUT017
FDL57,4065.67030408,OUT046
NCK29,1810.36730781,OUT018
FDK46,6149.94149802,OUT027
NCB43,484.706150313,OUT010
DRE01,6150.07952929,OUT027
FDC46,3275.1418794,OUT018
FDQ23,1595.05758745,OUT045
FDX38,735.063739333,OUT049
FDG60,3408.67255828,OUT018
FDW55,3965.23357441,OUT017
FDP39,748.130012072,OUT013
FDB20,1408.42385078,OUT018
FDV21,2100.07232712,OUT017
FDZ02,1640.36376594,OUT013
FDP19,3168.08615986,OUT027
FDA38,3730.05415772,OUT035
FDH22,1879.30728521,OUT045
DRM11,4355.2163174,OUT045
FDO12,5455.1307497,OUT027
FDT14,2104.02522614,OUT049
FDW34,580.546218773,OUT010
FDG04,5281.62277688,OUT027
FDW59,1248.55786127,OUT018
FDR33,1450.20508166,OUT018
FDP32,2105.35217665,OUT013
FDL13,6149.90996653,OUT027
FDD22,1918.68908853,OUT013
FDV40,1391.54385357,OUT027
NCD55,670.565168767,OUT046
FDQ20,104.187824192,OUT010
FDD28,916.11201573,OUT045
FDC39,3724.3808597,OUT045
NCR17,1943.38837148,OUT049
DRO35,1791.06806336,OUT018
FDF40,4030.32839468,OUT049
FDR31,2277.52009928,OUT018
NCQ41,2847.01132422,OUT017
FDP38,737.106849129,OUT046
NCU54,5483.80665764,OUT027
FDG22,531.653531933,OUT018
DRK59,3549.90329372,OUT013
FDC37,1649.60602169,OUT046
NCO42,2458.03664607,OUT013
NCT42,2591.80280376,OUT017
FDX27,1340.77935509,OUT035
FDV40,1111.31294296,OUT018
FDT45,1344.44253713,OUT027
FDS47,217.267815568,OUT019
FDR45,3965.86576261,OUT035
FDB03,3769.75942303,OUT045
FDO49,899.435228941,OUT035
FDU60,4160.23432693,OUT027
FDB26,739.282947168,OUT018
FDB46,3715.01260302,OUT017
FDQ37,490.417965835,OUT019
FDN03,4038.55132074,OUT017
NCX30,4037.91349536,OUT045
FDK32,353.447206913,OUT019
DRM47,2951.55292548,OUT013
NCO02,1120.07722863,OUT046
FDP04,1139.48739696,OUT013
NCO43,1510.77585821,OUT049
FDD59,1426.89820943,OUT013
FDQ10,2811.8093777,OUT017
FDW45,2606.17793327,OUT035
NCK30,4046.14141105,OUT049
FDU31,3344.29501277,OUT018
NCQ17,353.710814776,OUT019
FDN01,2642.91138039,OUT017
FDZ19,2810.63827263,OUT049
DRG37,2607.78684416,OUT017
FDE32,589.481832386,OUT045
FDO34,2672.32837939,OUT049
FDM04,155.45799426,OUT019
FDZ25,2648.73863728,OUT049
FDU08,1568.9839538,OUT049
NCW30,4063.94135103,OUT045
NCM18,902.565446259,OUT013
FDS22,659.700405962,OUT035
NCH18,3717.25659548,OUT017
FDC23,3149.39665424,OUT013
FDY46,2937.67077064,OUT013
NCU06,3543.58014409,OUT046
FDX57,1490.33507672,OUT045
FDX36,5483.80665764,OUT027
FDL16,787.489845419,OUT045
FDT16,580.891728857,OUT010
FDN16,1447.70333665,OUT018
FDC03,3304.4568346,OUT046
DRF60,4216.8590783,OUT013
FDS27,5455.54305283,OUT027
FDP33,581.124052551,OUT010
FDJ36,1443.78614684,OUT018
NCR42,563.013604725,OUT013
FDV14,1305.77049245,OUT017
NCP42,2844.62031684,OUT035
FDB50,2365.85887614,OUT027
NCC30,4221.78599649,OUT027
FDA23,1445.28605168,OUT018
FDW16,1441.13814706,OUT017
FDQ52,581.18741793,OUT010
FDB58,2298.28890511,OUT049
NCP29,1090.33051613,OUT049
NCM05,4064.54838723,OUT045
FDO25,3480.72077998,OUT013
NCM54,2007.86972077,OUT046
NCL54,3146.55564547,OUT046
FDL39,433.632054401,OUT010
FDF53,3147.87765562,OUT018
NCQ42,2000.33698442,OUT035
FDF58,916.531362132,OUT013
FDZ04,1089.18586497,OUT035
FDE26,285.392439117,OUT019
FDS60,2825.06896346,OUT017
FDV58,3097.73545133,OUT017
FDM04,734.688529194,OUT045
FDE08,2604.7158774,OUT035
NCB43,2977.35178143,OUT049
FDU11,277.921137644,OUT010
FDF22,579.861771384,OUT019
FDE24,2237.15912314,OUT013
DRJ49,2202.45122205,OUT046
NCQ53,3936.19887691,OUT035
NCL41,563.013604725,OUT013
FDR22,1701.15864071,OUT013
FDH04,1456.46282397,OUT035
DRH15,664.364271782,OUT045
FDY40,734.66964486,OUT049
NCI17,1781.00906869,OUT035
NCC18,3131.94585277,OUT013
FDY28,5483.66862637,OUT027
FDB45,2619.45758137,OUT027
NCL30,1817.24234866,OUT018
FDM10,3712.87277592,OUT017
FDH22,3168.08615986,OUT027
NCZ53,3301.35352649,OUT017
NCI18,3859.46809524,OUT013
FDH14,3176.06890845,OUT027
FDR36,1268.38664958,OUT027
FDW01,2604.27142519,OUT045
FDK02,3150.47328297,OUT027
FDJ02,2295.2047284,OUT018
FDU55,4351.91927908,OUT013
NCV18,2509.60914071,OUT027
FDH14,1821.66701334,OUT018
FDZ37,1418.92325739,OUT045
FDX49,3540.3043637,OUT049
NCD43,1671.58053979,OUT046
FDZ07,902.835963626,OUT013
FDK43,2186.49214973,OUT035
FDR32,3395.60380832,OUT018
FDT39,2583.54401539,OUT013
NCV54,2172.09396211,OUT017
FDF38,538.166087177,OUT018
FDV60,3102.95223121,OUT046
FDH44,4099.30636412,OUT027
FDS21,972.166494235,OUT046
NCL41,589.667737349,OUT045
FDM46,1463.49101342,OUT017
FDU27,728.763419603,OUT045
NCJ54,4210.743579,OUT017
DRG51,2333.85494902,OUT018
NCA29,414.260340878,OUT019
FDR47,3102.86507227,OUT045
NCL19,3175.75631997,OUT027
DRG01,1131.91156821,OUT049
FDG10,943.178317056,OUT046
NCV05,2341.7913295,OUT049
NCH18,580.999372268,OUT019
FDV14,1249.81932805,OUT018
DRJ23,2970.65898991,OUT035
DRJ11,3310.12615415,OUT046
FDZ03,2991.88278686,OUT017
FDI27,104.187824192,OUT010
FDJ14,1243.47771674,OUT018
FDU32,2181.99036179,OUT017
FDD47,4160.23432693,OUT027
DRF36,2983.76066196,OUT035
FDM21,4350.09575797,OUT046
FDV10,540.334979379,OUT018
FDH60,2907.14842978,OUT018
FDX47,355.307766695,OUT010
FDT19,423.386233593,OUT019
FDO11,4042.6230777,OUT045
FDH24,4139.81305979,OUT027
FDL02,1448.29157866,OUT018
FDB02,3156.88341015,OUT049
FDA43,3301.39960421,OUT046
FDG52,786.59088905,OUT045
DRC12,2936.6971076,OUT013
FDY37,1846.35246052,OUT018
NCU18,1897.58553643,OUT045
FDU09,916.029083817,OUT035
DRJ25,1289.40732865,OUT027
DRE12,1780.7791369,OUT018
DRL47,1996.98639071,OUT017
DRK01,1561.5308757,OUT046
FDC22,488.873563069,OUT019
FDG44,849.849841253,OUT013
FDW04,1996.97579076,OUT035
FDK09,3525.62904663,OUT049
NCN43,2184.55003272,OUT035
FDG04,2858.37922634,OUT049
FDH32,222.006608948,OUT010
DRI47,2600.3990528,OUT017
DRE15,1157.35220376,OUT013
FDY11,1098.8970999,OUT035
FDO60,678.941942905,OUT049
FDQ20,537.927495358,OUT018
FDO57,4152.16105244,OUT027
FDT14,279.975343488,OUT019
FDA57,667.366068529,OUT049
DRN35,586.050605253,OUT017
FDJ03,737.47373994,OUT046
FDX28,1512.2920197,OUT017
DRE25,1324.6857837,OUT045
FDR09,4330.27831799,OUT046
FDB23,3912.98674775,OUT035
FDO08,2374.58184668,OUT045
FDQ23,1588.38961757,OUT049
FDW04,2000.78897611,OUT013
DRK13,573.916014655,OUT010
NCL17,3176.01289635,OUT027
FDY21,3118.32615353,OUT035
FDJ38,5281.31518284,OUT027
FDA37,281.821966484,OUT019
FDV43,576.91211442,OUT013
FDL36,1455.75073422,OUT046
FDD53,660.993277818,OUT045
FDZ19,425.62292036,OUT010
FDV21,1880.09043277,OUT045
NCL54,3122.46547968,OUT018
DRI47,4093.13237884,OUT027
DRG03,2603.68639523,OUT049
FDG21,2878.13869109,OUT013
FDW03,1447.94060781,OUT018
NCI55,2197.06753859,OUT046
DRC36,423.999054758,OUT019
FDH22,2101.21390072,OUT017
FDV20,1883.64195278,OUT045
NCU41,5441.60606679,OUT027
FDN46,2619.40156927,OUT027
FDK50,2626.36620045,OUT045
NCA05,4099.30636412,OUT027
DRH01,2777.82366726,OUT018
FDT08,2289.26424565,OUT018
FDM08,3393.67309522,OUT018
FDZ07,945.864145505,OUT035
FDS22,783.069159935,OUT017
FDV35,4125.12742233,OUT027
FDI28,163.3156855,OUT010
FDW58,2626.65321249,OUT027
FDT52,3730.6556483,OUT045
FDY34,2636.0476732,OUT046
FDR10,2633.41427821,OUT046
FDK57,2096.52167194,OUT017
FDR02,2633.87411332,OUT027
FDX49,3546.23376271,OUT046
FDQ20,669.617493955,OUT046
DRK23,4333.43864476,OUT045
NCW06,2982.39533829,OUT046
FDR31,2336.4686957,OUT017
NCE43,2675.92643719,OUT013
DRO59,2362.34184952,OUT027
FDN09,3952.67476526,OUT049
FDR11,2519.56717919,OUT046
FDO57,2478.23833375,OUT013
NCX18,2843.32955264,OUT017
FDB05,3454.50389952,OUT018
FDQ08,852.165126471,OUT018
NCG43,1341.41204873,OUT035
FDJ56,1591.9183669,OUT013
FDA13,104.187824192,OUT010
FDO56,1920.38425855,OUT017
FDB37,3421.85766455,OUT018
FDZ02,1417.57897589,OUT018
FDQ24,4324.66929547,OUT046
FDM16,1152.07747193,OUT013
FDU35,1492.23200021,OUT049
FDT35,2546.81526574,OUT035
NCX30,3939.30331795,OUT049
FDG04,2852.32514028,OUT017
FDI12,1413.60468186,OUT035
FDE35,939.888111203,OUT035
NCP14,2620.84564596,OUT027
NCY53,1830.89982673,OUT045
FDP49,915.892571327,OUT017
FDQ04,658.792697501,OUT017
FDM39,2838.09665639,OUT035
FDO58,357.260889932,OUT019
FDC56,2087.33439752,OUT017
NCQ54,2956.13977722,OUT046
FDV10,1267.91374065,OUT027
NCK17,669.919677325,OUT046
NCF55,1263.81000933,OUT027
FDV33,4064.10357815,OUT013
NCH29,224.849449103,OUT019
